id,title,genres,runtime,release_date,vote_average,vote_count,revenue,budget
2725,The Sea Inside,"[{""id"": 18, ""name"": ""Drama""}]",125.0,2004-09-03,7.2,219,38535221,12806000
2726,Under the Skin,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",108.0,2014-03-14,6.0,1102,5380251,13300000
2727,"Good Morning, Vietnam","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",121.0,1987-12-23,7.1,642,123922370,13000000
2728,The Last Godfather,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",100.0,2010-12-29,4.7,7,16700000,13400000
2729,Justin Bieber: Never Say Never,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",105.0,2011-02-11,4.8,154,98441954,13000000
2730,Black Swan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",108.0,2010-12-02,7.3,4430,327803731,13000000
2731,The Godfather: Part II,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",200.0,1974-12-20,8.3,3338,47542841,13000000
2732,Save the Last Dance,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",112.0,2001-01-12,6.3,352,91038276,13000000
2733,A Nightmare on Elm Street 4: The Dream Master,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",99.0,1988-08-19,5.8,281,72500000,7000000
2734,Miracles from Heaven,"[{""id"": 18, ""name"": ""Drama""}]",117.0,2016-03-17,6.7,186,77000000,16000000
2735,"Dude, Where’s My Car?","[{""id"": 35, ""name"": ""Comedy""}]",83.0,2000-12-15,5.2,509,73180723,13000000
2736,Young Guns,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",107.0,1988-08-12,6.6,258,44726644,13000000
2737,St. Vincent,"[{""id"": 35, ""name"": ""Comedy""}]",102.0,2014-10-09,7.1,763,54837234,13000000
2738,About Last Night,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",100.0,2014-02-14,6.0,210,49002684,12500000
2739,10 Things I Hate About You,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",97.0,1999-03-30,7.3,1701,53478166,16000000
2740,The New Guy,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",88.0,2002-05-10,5.7,151,0,13000000
2741,National Lampoon's Loaded Weapon 1,"[{""id"": 35, ""name"": ""Comedy""}]",84.0,1993-02-04,5.7,157,0,0
2742,The Shallows,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",86.0,2016-06-24,6.2,1567,119100758,17000000
2743,The Butterfly Effect,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",113.0,2004-01-22,7.3,2060,96060858,13000000
2744,Snow Day,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",89.0,2000-02-11,4.8,51,0,0
2745,This Christmas,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",117.0,2007-11-27,7.1,29,0,13000000
2746,Baby Geniuses,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",97.0,1999-03-12,3.3,75,36450736,12000000
2747,The Big Hit,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",91.0,1998-04-24,6.1,109,27007143,13000000
2748,Harriet the Spy,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",100.0,1996-07-10,5.7,46,0,12000000
2749,Child's Play 2,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",84.0,1990-11-09,5.8,308,35763605,13000000
2750,No Good Deed,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",83.0,2014-09-10,5.6,181,53830415,13200000
2751,The Mist,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",126.0,2007-11-21,6.7,1399,57096190,18000000
2752,Ex Machina,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",108.0,2015-01-21,7.6,4737,36869414,15000000
2753,Being John Malkovich,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",112.0,1999-09-30,7.3,1101,22863596,13000000
2754,Two Can Play That Game,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",90.0,2001-09-07,6.6,17,0,6000000
2755,Earth to Echo,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",89.0,2014-06-14,5.7,290,45300000,13000000
2756,Crazy/Beautiful,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",99.0,2001-06-29,6.6,96,16929123,13000000
2757,Letters from Iwo Jima,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",141.0,2006-12-19,7.2,541,68673228,19000000
2758,The Astronaut Farmer,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",104.0,2006-10-15,6.2,123,11130889,13000000
2759,Woo,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",84.0,1998-05-08,5.5,10,8026971,13000000
2760,Room,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",117.0,2015-10-16,8.1,2757,35401758,6000000
2761,Dirty Work,"[{""id"": 35, ""name"": ""Comedy""}]",82.0,1998-06-12,6.5,66,0,0
2762,Serial Mom,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",95.0,1994-04-13,6.4,135,7820688,13000000
2763,Dick,"[{""id"": 35, ""name"": ""Comedy""}]",94.0,1999-08-04,5.7,67,27500000,13000000
2764,Light It Up,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",99.0,1999-11-04,6.6,7,0,0
2765,54,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",106.0,1998-08-28,5.5,135,16757163,13000000
2766,Bubble Boy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",84.0,2001-08-24,5.1,163,0,0
2767,Birthday Girl,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",93.0,2001-09-06,6.1,103,0,13000000
2768,21 & Over,"[{""id"": 35, ""name"": ""Comedy""}]",93.0,2013-03-01,5.7,737,48065672,13000000
2769,"Paris, je t'aime","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",120.0,2006-05-16,6.8,207,4857367,13000000
2770,Resurrecting the Champ,"[{""id"": 18, ""name"": ""Drama""}]",112.0,2007-06-14,5.9,60,0,0
2771,Admission,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",107.0,2013-03-21,5.4,304,18000000,13000000
2772,The Widow of Saint-Pierre,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",112.0,2000-01-01,6.7,11,0,0
2773,Chloe,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",96.0,2009-03-25,5.9,498,8459458,15000000
2774,Faithful,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",91.0,1996-04-03,4.8,4,9789900,13000000
2775,Find Me Guilty,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",125.0,2006-03-16,6.5,138,2636637,13000000
2776,The Perks of Being a Wallflower,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",102.0,2012-09-20,7.7,2968,33400000,13000000
2777,Excessive Force,"[{""id"": 28, ""name"": ""Action""}]",87.0,1993-05-14,4.5,10,1200000,3000000
2778,Infamous,"[{""id"": 18, ""name"": ""Drama""}]",110.0,2006-11-16,6.4,60,1151330,13000000
2779,The Claim,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",120.0,2000-12-29,5.6,17,0,0
2780,The Vatican Tapes,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",91.0,2015-07-24,4.6,243,1784763,13000000
2781,Attack the Block,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",88.0,2011-05-12,6.3,733,3964682,14350531
2782,In the Land of Blood and Honey,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",127.0,2011-12-23,5.8,45,303877,10000000
2783,The Call,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",94.0,2013-03-14,6.6,1257,68572378,13000000
2784,Operation Chromite,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",110.0,2016-07-27,5.8,29,0,0
2785,The Crocodile Hunter: Collision Course,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",90.0,2002-07-26,5.3,34,33082548,0
2786,I Love You Phillip Morris,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",98.0,2009-01-18,6.4,503,10652035,13000000
2787,Quest for Fire,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",100.0,1981-12-15,7.1,109,55260558,12000000
2788,Antwone Fisher,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",120.0,2002-12-19,6.7,137,23367586,12500000
2789,The Emperor's Club,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",108.0,2002-11-22,6.9,96,0,0
2790,True Romance,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",120.0,1993-09-09,7.5,749,12281551,12500000
2791,Womb,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",111.0,2010-07-15,5.9,92,0,3100000
2792,Glengarry Glen Ross,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",100.0,1992-09-15,7.5,323,10725228,12500000
2793,The Killer Inside Me,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",109.0,2010-02-19,6.0,173,0,13000000
2794,Cat People,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",118.0,1982-04-02,6.0,94,0,0
2795,Sorority Row,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",101.0,2009-09-09,5.4,177,27206120,12500000
2796,The Prisoner of Zenda,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",101.0,1937-09-03,8.4,11,0,0
2797,Lars and the Real Girl,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",106.0,2007-10-12,7.1,509,11293663,12000000
2798,The Boy in the Striped Pyjamas,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",94.0,2008-05-07,7.7,1451,20416563,12500000
2799,Dancer in the Dark,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10402, ""name"": ""Music""}]",140.0,2000-05-17,7.6,377,40031879,12800000
2800,Oscar and Lucinda,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",132.0,1997-12-31,6.2,25,0,0
2801,The Funeral,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",99.0,1996-01-26,7.3,31,1227324,12500000
2802,Solitary Man,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",90.0,2009-09-07,5.8,84,5024782,15000000
2803,Machete,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",105.0,2010-09-01,6.3,1150,31327899,20000000
2804,Casino Jack,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",108.0,2010-09-16,6.0,94,1083683,12500000
2805,The Land Before Time,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",69.0,1988-11-18,7.0,640,84460846,12300000
2806,Tae Guk Gi: The Brotherhood of War,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",140.0,2004-02-05,7.4,133,15,0
2807,The Perfect Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",118.0,2010-04-01,6.3,30,3878993,12500000
2808,The Exorcist,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",122.0,1973-12-26,7.5,2005,441306145,8000000
2809,Jaws,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",124.0,1975-06-18,7.5,2542,470654000,7000000
2810,American Pie,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",95.0,1999-07-09,6.4,2296,235483004,11000000
2811,Ernest & Celestine,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",78.0,2012-12-12,7.6,142,8109160,12516654
2812,The Golden Child,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",94.0,1986-12-12,5.6,304,79817939,25000000
2813,Think Like a Man,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",122.0,2012-04-16,6.9,281,96070507,12000000
2814,Barbershop,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",102.0,2002-04-01,6.2,137,75781642,12000000
2815,Star Trek II: The Wrath of Khan,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",113.0,1982-06-03,7.3,675,96800000,12000000
2816,Ace Ventura: Pet Detective,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]",86.0,1994-02-04,6.4,1648,107217396,15000000
2817,WarGames,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",114.0,1983-06-03,7.0,504,79567667,12000000
2818,Witness,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",113.0,1985-02-08,7.0,375,68706993,12000000
2819,Act of Valor,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",110.0,2012-02-24,6.3,417,81272766,12000000
2820,Step Up,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}]",104.0,2006-08-11,6.7,1060,114194847,12000000
2821,Beavis and Butt-Head Do America,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",81.0,1996-12-15,6.5,168,0,12000000
2822,Jackie Brown,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",154.0,1997-12-24,7.3,1514,39673162,12000000
2823,Harold & Kumar Escape from Guantanamo Bay,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",107.0,2008-04-25,6.2,497,43493123,12000000
2824,Chronicle,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",84.0,2012-02-01,6.6,1935,145000000,15000000
2825,Yentl,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",132.0,1983-11-18,6.2,51,30400000,12000000
2826,Time Bandits,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",116.0,1981-07-13,6.6,249,42365581,5000000
2827,Crossroads,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",93.0,2002-02-15,4.7,158,61141030,12000000
2828,Project X,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",88.0,2012-03-01,6.5,1564,100000000,12000000
2829,Patton,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",172.0,1970-01-25,7.3,323,89800000,12000000
2830,One Hour Photo,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",96.0,2002-08-21,6.6,435,52223306,12000000
2831,Quarantine,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",89.0,2008-10-10,5.5,339,40855419,12000000
2832,The Eye,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",98.0,2008-02-01,5.5,281,56309766,12000000
2833,Johnson Family Vacation,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",97.0,2004-04-07,4.7,30,31179516,12000000
2834,How High,"[{""id"": 35, ""name"": ""Comedy""}]",93.0,2001-12-21,6.3,218,31155435,12000000
2835,The Muppet Christmas Carol,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",85.0,1992-12-10,7.2,212,27281507,0
2836,Frida,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",123.0,2002-08-29,7.3,383,56298474,12000000
2837,Katy Perry: Part of Me,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",93.0,2012-06-28,6.5,85,32726956,12000000
2838,The Fault in Our Stars,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",125.0,2014-05-16,7.6,3759,307166834,12000000
2839,Rounders,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",121.0,1998-09-11,6.9,439,22921898,12000000
2840,Top Five,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",102.0,2014-12-12,6.3,210,25434291,0
2841,Prophecy,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",102.0,1979-01-01,5.4,25,54000000,12000000
2842,Stir of Echoes,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",99.0,1999-09-10,6.5,330,21133087,12000000
2843,Philomena,"[{""id"": 18, ""name"": ""Drama""}]",98.0,2013-11-01,7.4,579,100129872,12000000
2844,The Upside of Anger,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",118.0,2005-01-23,6.4,72,0,0
2845,The Boys from Brazil,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",125.0,1978-10-05,6.6,101,0,0
2846,Aquamarine,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",104.0,2006-03-03,5.8,364,23006849,12000000
2847,Paper Towns,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",109.0,2015-06-18,6.1,1937,85512300,12000000
2848,My Baby's Daddy,"[{""id"": 35, ""name"": ""Comedy""}]",86.0,2004-01-09,4.3,15,51,0
2849,Nebraska,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",115.0,2013-09-21,7.4,636,17654912,12000000
2850,Tales from the Crypt: Demon Knight,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",92.0,1995-01-13,6.7,94,0,0
2851,Max Keeble's Big Move,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",86.0,2001-10-05,5.4,33,17292381,12000000
2852,Young Adult,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",94.0,2011-12-16,5.6,364,22939027,12000000
2853,Crank,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",88.0,2006-08-31,6.6,1151,42931041,12000000
2854,Def Jam's How to Be a Player,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",93.0,1997-08-06,5.3,8,13960203,0
2855,Living Out Loud,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",100.0,1998-10-30,5.3,11,12902790,12000000
2856,Just Wright,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",100.0,2010-05-14,6.1,99,21520719,0
2857,Rachel Getting Married,"[{""id"": 18, ""name"": ""Drama""}]",113.0,2008-10-03,6.1,163,0,0
2858,The Postman Always Rings Twice,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",122.0,1981-03-20,6.4,110,0,12000000
2859,Girl with a Pearl Earring,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",101.0,2003-08-31,6.4,377,31466789,0
2860,Das Boot,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}]",149.0,1981-09-16,7.9,613,85000000,14000000
2861,Sorority Boys,"[{""id"": 35, ""name"": ""Comedy""}]",93.0,2002-03-22,4.6,47,0,12000000
2862,About Time,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",123.0,2013-08-16,7.8,2067,87100449,0
2863,House of Flying Daggers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",119.0,2004-05-19,7.1,439,92863945,0
2864,Arbitrage,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",100.0,2012-09-14,6.1,294,35485056,12000000
2865,Project Almanac,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",106.0,2015-01-30,6.4,933,32248241,12000000
2866,Cadillac Records,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",109.0,2008-12-05,6.9,86,0,12000000
2867,Screwed,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",81.0,2000-05-12,4.9,23,0,0
2868,Fortress,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",95.0,1992-09-30,5.7,168,6739141,8000000
2869,For Your Consideration,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",86.0,2006-11-22,5.9,43,5542025,12000000
2870,Celebrity,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",113.0,1998-09-07,6.0,111,0,0
2871,Running with Scissors,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",116.0,2006-10-27,5.8,78,6754898,12000000
